vertex,out-degree,in-degree
187.10.60.156,5,2
187.15.30.190,5,3
187.22.144.156,6,10
187.23.226.127,10,6
187.27.53.14,3,8
187.32.17.114,6,5
187.33.180.134,6,1
187.35.164.65,6,6
187.35.231.108,8,7
187.41.33.28,14,7
187.48.110.203,5,12
187.51.211.249,7,9
187.56.169.135,4,8
187.61.234.66,7,15
187.75.31.200,8,15
187.85.155.11,7,12
187.85.167.75,11,5
187.90.1.30,5,7
187.96.17.37,6,3
187.105.151.70,6,5
187.113.30.31,6,6
187.126.48.41,7,1
187.133.218.216,4,9
187.135.113.69,12,3
187.137.101.38,3,9
187.142.148.9,5,10
187.146.135.252,8,6
187.151.45.254,10,1
187.151.139.197,7,15
187.153.61.164,3,7
187.162.209.10,5,1
187.187.104.53,6,7
187.191.33.186,10,9
187.201.203.34,8,18
187.202.230.242,7,10
187.206.125.220,9,5
187.210.203.117,8,9
187.216.222.194,4,3
187.221.160.63,6,10
187.222.29.25,7,10
187.226.131.138,8,7
187.235.18.7,15,15
187.235.238.226,8,2
187.237.82.186,6,13
187.238.55.66,7,17
187.251.199.96,4,5
187.254.167.80,8,4
188.1.28.103,8,4
188.1.39.185,6,1
188.10.18.220,11,9
188.11.102.19,2,4
188.15.125.169,5,8
188.21.101.7,6,4
188.23.93.101,5,3
188.34.254.125,4,16
188.39.141.22,8,3
188.55.94.21,10,8
188.56.182.178,4,10
188.59.73.63,6,7
188.61.98.246,5,6
188.74.113.13,7,7
188.76.139.139,7,17
188.78.209.62,6,3
188.89.82.190,5,2
188.92.114.174,5,12
188.93.68.84,6,6
188.96.228.124,7,9
188.98.85.146,8,4
188.105.54.40,9,2
188.109.19.11,10,2
188.110.253.78,8,12
188.117.1.44,9,6
188.118.242.74,7,5
188.119.206.75,3,1
188.128.131.83,9,6
188.130.126.58,12,4
188.130.155.142,6,5
188.130.211.26,11,4
188.135.52.35,3,6
188.137.27.243,11,16
188.138.218.204,5,6
188.153.71.132,9,6
188.153.129.176,6,4
188.166.43.23,10,2
188.172.178.249,8,13
188.174.133.218,14,3
188.182.11.107,9,9
188.182.148.61,1,1
188.182.175.81,8,7
188.182.182.222,6,13
188.183.166.203,9,15
188.186.253.44,8,2
188.187.139.232,6,12
188.194.119.99,6,12
188.194.166.40,6,4
188.197.123.15,6,4
188.200.176.138,8,15
188.207.192.210,3,5
188.207.243.174,11,1
188.210.41.86,5,2
188.211.19.228,8,10
188.222.70.36,9,4
188.223.164.118,8,6
188.229.115.243,3,8
188.236.195.159,11,4
188.239.44.125,6,9
188.241.47.127,3,8
188.247.116.27,7,11
188.251.145.167,5,2
188.254.77.85,10,6
189.1.87.196,7,2
189.12.126.226,10,14
189.15.195.170,6,1
189.18.38.88,12,3
189.24.16.162,7,4
189.24.116.176,8,9
189.25.159.122,8,2
189.28.223.39,9,15
189.36.42.16,7,10
189.38.47.154,6,10
189.38.92.171,7,4
189.39.177.45,3,9
189.47.62.37,10,7
189.50.24.6,5,7
189.50.238.201,11,8
189.61.164.98,9,14
189.75.37.249,9,7
189.81.223.32,10,8
189.84.205.168,8,8
189.90.136.224,6,5
189.97.29.65,6,4
189.100.246.166,4,7
189.102.40.178,7,1
189.103.58.122,3,1
189.108.143.122,5,5
189.109.63.50,11,2
189.119.52.199,10,8
189.119.232.32,13,2
189.120.12.11,5,13
189.125.131.40,5,4
189.129.216.127,6,5
189.132.141.7,8,1
189.142.32.167,4,3
189.142.124.228,6,2
189.144.249.145,8,6
189.159.4.150,5,10
189.166.62.220,4,12
189.166.177.224,11,2
189.167.60.229,4,9
189.169.90.61,5,6
189.170.196.72,13,8
189.171.82.21,7,9
189.175.231.67,6,9
189.176.19.149,8,4
189.176.48.109,6,10
189.181.248.118,9,8
189.192.128.227,5,7
189.198.154.218,4,6
189.206.196.68,7,2
189.210.13.167,7,7
189.217.171.45,8,1
189.230.81.123,5,9
189.232.239.153,3,10
189.234.169.91,5,4
189.247.31.45,7,10
190.3.180.24,5,6
190.18.204.19,5,8
190.20.10.42,7,1
190.24.180.1,6,3
190.25.109.38,14,2
190.28.200.253,9,10
190.41.62.73,8,7
190.44.85.68,5,3
190.44.210.24,5,2
190.45.58.113,8,5
190.58.80.31,7,9
190.60.161.167,9,7
190.60.197.133,8,12
190.62.54.148,1,4
190.64.26.101,3,1
190.64.178.5,4,2
190.67.91.95,7,10
190.71.7.118,10,2
190.77.74.54,5,2
190.78.46.166,2,7
190.85.97.136,5,2
190.88.176.50,6,1
190.94.158.38,9,10
190.101.127.239,12,6
190.110.125.243,6,1
190.111.125.28,10,3
190.115.100.216,8,7
190.116.194.129,6,3
190.120.141.7,10,8
190.121.159.52,5,4
190.127.188.124,5,2
190.130.79.36,6,3
190.137.146.163,10,3
190.142.208.24,5,6
190.143.185.146,8,9
190.153.221.35,8,4
190.154.54.175,5,10
190.163.49.34,13,12
190.177.80.101,2,4
190.178.208.110,7,9
190.189.32.167,4,13
190.196.21.113,9,9
190.205.19.22,6,2
190.206.238.59,8,2
190.207.252.216,6,10
190.214.215.188,8,5
190.215.91.203,9,3
190.230.183.13,6,1
190.233.134.46,9,5
190.238.187.244,9,2
190.244.182.152,8,4
190.249.195.179,5,9
191.3.206.42,7,10
191.6.234.152,2,9
191.13.243.136,3,9
191.19.68.207,6,8
191.23.250.254,4,5
191.40.114.19,8,6
191.43.224.56,13,4
191.43.235.51,2,13
191.51.48.223,7,9
191.55.69.167,8,2
191.55.213.56,7,4
191.56.48.88,13,7
191.68.231.97,8,8
191.69.115.102,5,5
191.75.86.216,12,20
191.77.27.138,7,7
191.77.220.93,10,3
191.89.68.4,9,2
191.90.114.62,8,4
191.91.77.197,9,4
191.92.12.219,6,6
191.94.143.104,5,17
191.112.103.183,7,5
191.120.117.158,6,4
191.125.9.199,8,4
191.125.210.205,7,7
191.127.194.19,8,9
191.136.113.227,8,3
191.139.121.120,3,19
191.143.27.29,5,10
191.148.22.134,6,21
191.156.83.148,4,9
191.157.205.32,8,4
191.162.115.15,7,4
191.162.128.207,8,10
191.170.150.78,2,4
191.177.194.128,5,5
191.178.95.62,14,9
191.185.130.135,12,13
191.197.88.204,3,4
191.198.224.133,7,6
191.204.43.228,2,1
191.206.63.164,5,3
191.206.244.251,5,20
191.217.38.245,3,16
191.223.182.183,2,2
191.228.176.196,7,9
191.249.27.100,4,12
191.252.157.99,3,3
191.253.183.89,9,11
192.4.72.90,3,8
192.8.148.204,4,13
192.13.4.245,11,9
192.17.70.204,5,9
192.18.58.92,6,9
192.20.223.26,5,10
192.34.39.247,6,3
192.39.206.72,6,5
192.41.48.111,8,1
192.44.71.122,3,3
192.45.87.227,7,5
192.47.46.220,7,15
192.50.6.135,9,6
192.53.181.4,4,5
192.58.247.36,6,8
192.66.27.135,6,8
192.67.128.225,12,7
192.83.111.54,6,8
192.87.156.68,3,4
192.94.179.55,10,2
192.95.110.92,2,9
192.98.68.26,7,5
192.100.185.134,8,5
192.110.48.244,13,8
192.117.123.103,8,2
192.125.127.26,6,9
192.131.122.149,5,11
192.145.35.64,2,10
192.150.10.34,8,4
192.155.123.221,15,4
192.160.120.110,3,9
192.162.133.41,14,9
192.162.139.159,7,2
192.171.163.9,7,7
192.182.243.1,7,7
192.187.190.139,10,10
192.189.80.74,11,12
192.191.245.189,6,3
192.204.112.95,6,7
192.212.210.39,7,11
192.220.244.222,5,5
192.221.6.51,13,1
192.226.217.54,6,1
192.231.26.85,8,1
192.232.206.246,3,5
192.233.141.226,6,2
192.236.112.7,8,4
192.238.166.247,10,7
192.243.16.214,9,7
192.243.127.240,4,6
192.249.254.64,6,12
192.252.254.157,7,1
193.4.18.27,5,2
193.13.21.235,6,4
193.15.177.105,7,6
193.16.33.45,5,8
193.16.132.98,5,3
193.27.9.20,6,7
193.32.131.228,3,10
193.33.243.172,7,4
193.40.64.5,5,3
193.41.147.219,11,6
193.46.167.41,5,2
193.57.66.145,8,4
193.64.170.215,9,6
193.64.248.214,8,9
193.68.204.67,15,5
193.69.113.96,5,6
193.72.19.185,3,8
193.74.200.241,7,1
193.82.17.69,13,4
193.83.97.231,7,8
193.83.129.19,10,5
193.91.136.88,8,10
193.98.34.182,6,6
193.103.241.162,7,7
193.107.114.69,7,1
193.119.14.109,7,10
193.121.77.81,7,10
193.122.183.123,5,5
193.124.110.241,6,8
193.134.81.200,11,4
193.134.241.9,10,1
193.135.39.218,7,10
193.141.165.174,7,2
193.143.70.226,6,6
193.143.162.148,10,9
193.144.202.94,5,1
193.149.220.242,6,9
193.158.239.155,7,5
193.161.89.197,6,9
193.163.60.50,4,8
193.168.56.58,8,8
193.170.121.196,8,1
193.173.186.85,9,13
193.189.233.244,11,9
193.191.230.37,9,4
193.192.161.176,4,2
193.208.90.81,7,20
193.216.155.173,4,13
193.217.231.2,13,3
193.227.234.4,7,6
193.235.71.228,6,6
193.238.56.124,11,10
193.239.30.134,4,8
193.250.117.49,5,6
193.251.102.218,1,2
194.1.166.26,4,6
194.16.211.74,11,11
194.25.228.172,6,10
194.30.4.187,0,6
194.45.131.173,8,3
194.65.74.205,5,9
194.82.102.89,8,7
194.84.155.159,2,9
194.85.76.95,9,6
194.98.153.212,7,10
194.98.221.76,8,10
194.100.134.119,6,5
194.101.146.64,2,1
194.102.40.55,8,4
194.104.117.200,5,2
194.106.220.207,7,13
194.113.27.116,4,10
194.125.79.57,5,14
194.129.236.167,5,2
194.135.244.230,8,16
194.144.238.13,5,10
194.148.27.194,6,11
194.148.216.228,9,2
194.176.62.38,8,6
194.180.249.133,9,6
194.182.219.58,10,10
194.192.133.230,4,6
194.193.74.228,10,2
194.193.221.182,10,6
194.198.180.128,9,5
194.201.85.58,4,9
194.201.112.214,4,10
194.219.73.32,9,6
194.222.164.251,7,3
194.225.10.162,5,10
194.225.172.206,5,16
194.226.204.84,9,5
194.227.33.207,9,2
194.230.254.229,16,5
194.233.182.240,4,10
194.233.238.61,10,5
194.235.147.231,15,8
194.239.218.104,2,7
194.243.135.116,8,2
194.250.74.252,9,10
194.251.9.180,13,2
195.7.135.195,6,18
195.10.147.155,7,7
195.27.18.227,5,13
195.41.244.191,5,10
195.44.205.157,8,11
195.46.250.40,4,12
195.53.47.147,8,7
195.54.85.158,9,1
195.59.241.192,3,1
195.60.51.34,6,10
195.73.224.252,5,7
195.74.99.41,7,6
195.90.28.169,2,2
195.90.129.246,8,9
195.91.127.41,6,8
195.107.93.251,8,18
195.107.136.189,6,10
195.109.9.223,5,3
195.117.128.81,3,4
195.119.243.46,7,6
195.128.190.227,7,3
195.129.232.177,6,1
195.139.58.56,8,4
195.144.56.211,7,2
195.145.49.203,7,9
195.155.93.90,8,10
195.157.206.74,4,11
195.161.167.41,6,7
195.162.68.172,6,6
195.165.20.22,6,3
195.167.232.53,5,5
195.172.72.243,14,8
195.173.148.103,6,10
195.178.15.89,7,1
195.178.39.191,4,10
195.181.126.205,10,1
195.181.186.41,4,10
195.185.59.64,10,1
195.189.121.162,4,6
195.206.107.69,5,11
195.206.113.160,6,5
195.219.247.246,9,10
195.225.128.222,10,6
195.227.146.75,6,4
195.235.70.52,4,17
195.235.73.54,4,8
195.241.71.236,6,4
195.245.109.185,6,10
195.247.116.51,9,4
195.248.83.154,7,5
195.248.219.194,1,5
195.254.36.139,8,9
196.7.162.39,3,9
196.7.211.192,5,7
196.11.231.64,8,6
196.23.228.27,6,10
196.24.26.215,5,6
196.29.88.224,11,10
196.39.217.133,4,6
196.45.208.205,6,8
196.49.11.121,5,4
196.53.98.60,8,23
196.53.172.122,8,11
196.54.226.88,6,1
196.59.170.58,6,8
196.66.224.31,3,6
196.66.254.236,9,18
196.71.136.156,6,5
196.74.162.218,7,10
196.78.72.185,3,2
196.79.220.93,6,8
196.86.100.34,2,8
196.89.17.194,9,8
196.89.149.149,3,12
196.95.46.127,5,8
196.96.29.97,3,5
196.98.84.245,15,3
196.116.166.194,10,7
196.117.15.28,5,6
196.120.30.253,6,5
196.129.143.210,6,2
196.131.154.44,6,1
196.133.77.105,11,11
196.138.124.44,5,7
196.148.196.13,13,7
196.150.231.246,10,14
196.151.246.187,3,14
196.152.61.3,5,8
196.154.173.129,5,6
196.172.251.24,10,3
196.173.55.103,8,8
196.175.92.91,8,9
196.181.75.148,10,2
196.181.238.125,9,8
196.187.52.151,9,7
196.190.37.174,4,4
196.191.243.25,6,6
196.195.14.118,8,8
196.200.11.174,7,10
196.200.193.232,8,2
196.201.145.141,4,4
196.207.225.130,6,3
196.213.38.120,6,4
196.216.57.197,4,6
196.217.206.169,6,5
196.228.88.6,7,4
196.230.208.96,7,4
196.233.26.184,7,10
196.237.198.163,8,3
196.238.42.9,9,3
196.238.181.157,6,9
196.241.24.164,9,8
196.244.225.90,2,15
197.1.81.165,6,10
197.2.90.40,4,6
197.3.30.254,7,3
197.3.94.66,3,6
197.8.53.222,9,7
197.28.243.209,6,1
197.33.186.153,6,20
197.34.162.133,7,2
197.36.32.121,10,9
197.45.47.244,9,5
197.47.43.70,9,4
197.48.176.200,7,9
197.51.213.162,8,14
197.57.150.154,7,12
197.66.84.10,9,8
197.70.93.245,4,6
197.78.151.79,9,14
197.95.34.238,7,1
197.97.64.249,9,6
197.103.100.219,10,1
197.103.120.192,9,6
197.110.35.34,4,5
197.115.16.45,9,1
197.140.54.94,7,6
197.145.235.104,1,9
197.147.203.103,4,6
197.154.249.216,3,5
197.155.221.154,9,2
197.157.204.251,2,5
197.159.87.4,6,12
197.160.145.107,10,3
197.166.51.83,10,2
197.173.96.10,5,9
197.173.152.117,7,1
197.181.135.223,14,4
197.191.109.55,8,1
197.197.177.190,5,8
197.205.97.43,10,9
197.215.36.233,8,7
197.231.88.156,10,12
197.237.126.212,6,17
197.237.245.225,10,7
197.239.51.70,10,5
197.242.212.79,8,3
197.243.70.228,5,7
197.253.191.51,6,4
197.254.8.54,12,7
198.2.181.145,13,2
198.3.141.161,6,8
198.16.90.148,7,2
198.17.80.20,5,19
198.17.168.250,6,9
198.36.131.179,7,3
198.37.28.142,6,3
198.46.46.228,10,3
198.46.153.179,11,6
198.46.191.85,4,21
198.49.213.139,7,1
198.53.60.242,3,9
198.60.130.48,12,10
198.67.203.207,9,18
198.68.83.44,8,14
198.72.180.209,3,3
198.80.170.105,6,10
198.89.151.1,10,6
198.91.14.68,10,10
198.93.61.22,11,2
198.103.18.64,10,9
198.110.232.246,5,9
198.113.76.25,4,15
198.113.115.181,4,10
198.120.121.209,5,5
198.121.178.214,10,3
198.127.240.67,3,2
198.129.108.210,5,7
198.132.54.94,6,4
198.132.138.42,7,9
198.136.190.54,7,1
198.141.176.104,10,18
198.147.130.8,9,10
198.148.108.194,5,6
198.149.32.19,8,4
198.152.147.13,7,2
198.152.174.119,7,6
198.153.27.31,7,7
198.153.124.22,5,9
198.159.92.238,10,2
198.160.118.117,5,24
198.163.132.137,9,9
198.185.133.65,5,12
198.185.177.112,7,10
198.191.200.55,12,8
198.199.192.108,5,9
198.203.43.42,9,10
198.204.193.5,7,3
198.217.46.70,10,10
198.217.172.171,9,9
198.220.58.172,6,8
198.220.86.107,8,1
198.231.116.30,9,3
198.235.234.186,6,10
198.239.241.156,8,14
198.249.183.87,8,1
198.253.15.134,4,8
199.4.196.143,8,6
199.5.248.250,8,15
199.6.224.84,9,2
199.7.148.8,9,5
199.9.136.117,4,3
199.17.85.63,7,1
199.17.144.243,5,9
199.20.48.98,6,10
199.27.83.152,8,18
199.29.67.51,6,5
199.37.49.89,8,5
199.40.186.241,8,4
199.43.167.95,5,6
199.50.210.77,11,8
199.52.241.117,5,6
199.59.198.25,5,8
199.64.55.227,2,6
199.74.235.239,8,8
199.75.101.187,7,15
199.77.198.124,4,5
199.86.62.112,8,6
199.86.102.121,6,8
199.87.35.190,11,3
199.88.4.22,8,7
199.89.192.11,7,16
199.91.215.136,6,6
199.93.145.85,8,8
199.96.100.118,6,2
199.96.144.32,5,10
199.101.96.152,2,9
199.101.106.201,7,9
199.103.60.163,4,6
199.108.47.105,6,13
199.109.157.170,4,6
199.113.127.233,6,4
199.124.196.169,6,3
199.130.21.11,8,4
199.133.152.97,11,9
199.145.121.173,5,3
199.152.99.148,8,3
199.157.75.247,10,7
199.163.79.180,6,1
199.173.4.74,5,3
199.191.157.109,5,7
199.211.56.72,6,7
199.215.218.73,4,1
199.224.136.120,9,10
199.226.178.99,12,4
199.233.219.230,9,7
199.243.49.40,8,8
199.246.114.229,2,13
200.11.75.182,3,8
200.13.214.75,7,5
200.21.116.55,4,9
200.31.122.198,4,3
200.35.230.207,6,9
200.38.4.150,8,10
200.39.252.219,3,9
200.40.196.20,8,8
200.46.80.199,5,10
200.47.20.4,4,3
200.47.254.114,4,9
200.49.115.142,6,13
200.50.241.27,5,9
200.53.204.221,4,1
200.60.3.34,4,4
200.61.239.215,5,6
200.72.190.240,7,8
200.74.221.7,6,6
200.86.125.85,10,12
200.90.241.196,9,4
200.96.228.66,7,4
200.100.43.217,3,5
200.100.199.169,9,2
200.103.60.30,7,10
200.104.72.254,7,4
200.113.162.6,9,5
200.130.113.10,5,10
200.130.139.63,7,6
200.132.139.103,5,7
200.140.137.50,8,10
200.142.12.249,4,10
200.158.205.201,10,2
200.161.76.157,6,3
200.163.141.98,4,7
200.163.169.186,7,9
200.173.12.64,7,19
200.174.29.224,5,16
200.177.216.27,8,6
200.178.24.6,5,6
200.180.228.224,6,5
200.180.231.238,7,1
200.183.223.89,4,2
200.188.4.49,10,2
200.189.140.224,5,11
200.190.150.24,2,1
200.204.36.99,7,7
200.235.122.136,6,2
200.237.26.27,6,1
200.250.11.75,8,7
200.253.59.15,7,9
200.253.125.217,6,4
200.253.150.196,5,6
201.1.245.2,14,4
201.8.156.33,8,4
201.11.207.117,7,10
201.12.64.179,8,9
201.16.142.196,10,7
201.17.93.148,7,2
201.22.149.65,7,1
201.27.80.111,10,3
201.35.61.91,5,6
201.39.85.254,5,2
201.48.232.130,5,9
201.62.40.172,5,4
201.65.177.183,4,4
201.69.230.218,6,3
201.72.99.82,10,7
201.75.191.142,1,3
201.95.18.161,7,2
201.97.226.172,7,6
201.102.178.79,14,8
201.103.106.20,7,5
201.104.227.18,5,2
201.105.118.170,4,1
201.118.104.73,6,2
201.120.50.118,8,5
201.122.183.54,7,7
201.123.197.182,8,11
201.129.9.76,4,6
201.132.76.70,9,10
201.139.124.37,9,1
201.141.35.60,4,10
201.142.84.172,10,5
201.142.252.155,3,8
201.143.16.18,7,12
201.144.27.254,3,6
201.145.109.237,9,1
201.145.148.139,11,3
201.155.211.103,6,5
201.158.80.60,11,10
201.163.19.183,10,8
201.164.51.36,3,2
201.165.84.33,5,3
201.166.132.129,4,6
201.170.233.59,7,1
201.172.10.75,6,8
201.176.213.116,10,24
201.184.100.146,5,6
201.197.212.216,8,5
201.202.45.34,6,7
201.205.213.192,5,8
201.207.162.245,4,1
201.209.14.73,11,8
201.217.248.231,7,10
201.225.89.8,2,5
201.233.209.103,7,12
201.236.246.145,6,1
201.241.160.253,11,10
201.244.163.85,6,15
201.247.184.217,7,8
201.249.10.39,9,4
201.250.171.223,4,10
201.253.190.156,6,5
202.2.7.146,5,4
202.2.88.243,2,8
202.8.68.121,4,5
202.13.77.17,6,8
202.23.92.186,10,1
202.23.113.56,9,2
202.27.211.35,9,3
202.29.183.168,6,9
202.40.215.184,10,6
202.42.93.217,5,5
202.43.56.236,5,16
202.44.233.174,7,1
202.57.214.206,11,4
202.63.40.196,10,10
202.70.80.213,6,3
202.81.114.240,8,6
202.82.86.48,7,15
202.83.113.231,8,9
202.84.104.250,5,10
202.94.175.28,5,10
202.98.132.189,2,2
202.102.36.216,7,6
202.112.127.217,7,6
202.113.11.93,5,3
202.116.104.120,5,10
202.116.125.5,4,3
202.119.101.121,4,11
202.120.4.88,6,4
202.122.138.50,15,14
202.124.131.168,4,4
202.125.13.80,2,9
202.136.215.61,3,3
202.140.208.17,8,5
202.147.12.46,7,7
202.152.174.191,7,3
202.157.31.189,9,5
202.161.137.20,10,9
202.163.237.86,5,6
202.173.106.31,3,4
202.175.188.81,9,8
202.179.113.194,7,7
202.198.5.194,8,8
202.210.155.89,9,4
202.222.63.156,3,4
202.241.142.119,5,1
203.16.109.220,6,8
203.17.52.45,10,8
203.17.64.175,8,4
203.17.203.159,5,10
203.20.238.26,10,4
203.35.187.103,4,1
203.37.35.172,5,18
203.45.220.45,10,22
203.46.59.242,8,8
203.46.206.100,6,1
203.48.48.157,6,15
203.50.58.190,7,9
203.55.21.68,7,10
203.72.226.21,8,3
203.77.29.105,15,9
203.82.105.154,7,7
203.85.145.206,4,6
203.94.227.43,7,1
203.102.117.18,9,4
203.107.156.48,10,9
203.109.222.185,6,15
203.113.160.218,5,7
203.123.56.116,10,7
203.135.17.192,11,9
203.138.16.192,7,17
203.138.164.111,5,4
203.141.183.134,1,9
203.144.59.11,9,1
203.151.198.68,13,5
203.156.243.213,4,9
203.161.32.184,11,9
203.164.2.239,9,9
203.164.45.97,7,8
203.164.250.52,6,7
203.169.75.126,9,2
203.172.109.246,6,7
203.173.83.90,4,7
203.174.250.58,7,12
203.182.65.199,3,10
203.196.190.169,6,6
203.212.162.56,5,2
203.216.45.17,8,10
203.221.140.88,10,9
203.223.163.131,8,4
203.224.242.75,7,4
203.228.112.249,9,8
203.247.131.190,9,6
203.252.70.88,4,10
204.6.156.188,9,2
204.14.123.102,6,1
204.18.46.52,9,7
204.20.149.119,6,10
204.45.119.183,9,6
204.46.94.67,7,5
204.63.40.207,5,10
204.65.148.247,9,5
204.68.232.157,9,8
204.70.144.145,8,16
204.76.187.93,7,2
204.87.38.215,8,7
204.87.94.30,6,1
204.89.201.20,4,11
204.91.140.52,9,2
204.92.50.89,8,6
204.98.56.58,6,4
204.99.221.107,9,10
204.100.108.111,8,7
204.103.130.74,5,8
204.105.160.116,5,10
204.117.86.39,8,9
204.120.41.254,5,4
204.120.134.99,6,9
204.141.88.108,5,9
204.142.68.49,9,10
204.143.113.181,8,8
204.151.221.225,7,4
204.158.51.194,6,10
204.167.240.119,11,10
204.170.63.88,3,8
204.173.21.195,6,4
204.179.178.245,7,9
204.181.153.74,5,8
204.184.94.156,4,2
204.217.150.180,10,7
204.218.122.4,5,2
204.225.117.14,10,4
204.230.78.136,10,3
204.233.145.89,12,6
204.235.23.10,5,6
204.235.50.59,9,1
204.238.137.30,5,10
204.241.88.89,3,5
204.243.18.182,6,2
204.245.226.38,12,4
204.246.183.6,8,10
204.251.18.88,10,5
204.252.96.62,7,10
205.10.164.39,7,5
205.11.117.164,9,8
205.17.213.189,3,3
205.29.220.47,7,3
205.35.35.48,9,2
205.35.223.40,7,9
205.40.99.182,3,8
205.42.14.92,6,5
205.43.41.103,6,3
205.43.162.144,8,6
205.51.53.172,6,15
205.51.180.239,5,6
205.53.60.13,5,6
205.58.12.196,8,9
205.59.16.168,2,7
205.69.62.253,7,1
205.83.73.42,5,4
205.89.199.254,3,8
205.97.131.161,6,3
205.101.28.87,5,6
205.103.174.216,6,8
205.116.80.91,11,9
205.128.173.172,6,2
205.129.181.228,7,2
205.143.150.175,9,11
205.144.249.192,4,9
205.145.135.113,8,3
205.158.139.46,7,9
205.159.168.120,5,1
205.162.99.50,5,7
205.165.240.37,9,15
205.171.49.11,9,10
205.192.107.137,7,18
205.192.213.14,5,13
205.197.113.169,7,6
205.201.56.239,8,13
205.201.102.37,3,15
205.206.77.142,6,14
205.209.137.85,9,7
205.212.64.126,11,3
205.220.226.153,9,16
205.227.159.158,8,10
205.229.5.19,7,1
205.250.64.224,7,6
205.253.151.44,10,1
205.254.119.142,7,7
205.254.178.174,9,5
206.1.142.42,8,3
206.4.101.213,6,3
206.9.179.89,8,6
206.15.174.185,2,8
206.22.117.166,7,3
206.23.59.188,14,11
206.28.29.73,6,8
206.29.149.53,6,10
206.30.217.39,7,4
206.38.78.194,6,19
206.43.73.135,8,14
206.46.144.113,3,9
206.47.240.83,9,3
206.49.224.72,7,10
206.55.93.84,8,9
206.69.50.121,7,14
206.81.4.66,8,4
206.82.157.21,9,2
206.91.57.95,9,7
206.100.175.74,4,2
206.101.235.206,7,5
206.117.163.128,7,7
206.118.212.92,6,2
206.123.236.230,9,8
206.138.77.152,6,1
206.150.142.218,6,16
206.151.78.176,4,6
206.151.123.166,9,6
206.152.42.61,14,9
206.159.17.230,6,6
206.159.61.230,9,1
206.165.50.201,6,5
206.172.202.62,6,18
206.175.183.75,3,9
206.178.226.30,7,5
206.191.8.181,13,6
206.192.250.247,2,8
206.201.95.71,10,17
206.213.250.7,6,10
206.214.163.185,6,9
206.222.201.79,3,8
206.226.11.111,4,9
206.229.58.181,8,3
206.235.55.191,7,6
206.237.67.63,9,13
206.237.142.51,3,10
206.243.33.132,5,3
206.243.153.109,10,17
206.246.101.217,7,18
207.4.5.180,9,2
207.7.10.167,4,4
207.15.92.15,5,2
207.15.202.91,15,6
207.16.37.122,3,5
207.17.142.175,4,7
207.21.176.250,8,6
207.24.97.81,7,9
207.29.176.237,7,10
207.29.201.70,7,8
207.38.80.204,13,2
207.38.228.59,5,7
207.40.21.209,7,2
207.56.65.235,4,8
207.60.53.208,7,11
207.66.73.48,9,1
207.67.99.86,3,8
207.70.161.13,7,10
207.72.44.67,11,2
207.76.122.50,3,8
207.77.230.19,6,3
207.86.71.153,6,3
207.94.216.47,7,9
207.101.65.51,9,3
207.115.212.165,6,7
207.139.148.122,5,7
207.153.97.181,7,2
207.154.242.171,3,7
207.159.34.177,4,6
207.160.169.72,6,9
207.165.118.165,11,7
207.171.54.109,9,4
207.175.54.34,7,6
207.188.47.98,5,6
207.189.120.68,4,9
207.190.156.52,6,4
207.191.68.77,4,8
207.198.241.233,6,8
207.200.10.245,4,9
207.200.145.144,7,6
207.206.197.192,8,4
207.211.48.84,9,2
207.214.133.90,10,3
207.217.179.20,8,9
207.232.232.243,4,5
207.240.61.195,6,3
208.12.3.178,2,7
208.24.139.72,10,8
208.25.153.161,6,10
208.30.133.186,8,1
208.30.245.139,7,8
208.32.134.159,7,1
208.33.81.101,5,9
208.39.26.91,8,5
208.50.49.171,8,9
208.57.27.44,6,7
208.78.141.51,10,9
208.91.139.177,8,2
208.93.118.26,8,10
208.99.228.31,8,4
208.117.218.50,5,9
208.121.53.35,7,10
208.122.143.24,4,9
208.133.32.145,6,4
208.134.178.35,7,6
208.148.217.30,6,5
208.154.92.145,4,9
208.155.211.232,4,2
208.157.200.56,6,10
208.164.20.155,9,10
208.164.183.75,11,7
208.165.215.75,10,17
208.173.104.156,6,10
208.173.194.9,5,23
208.178.59.75,9,7
208.180.141.233,6,5
208.182.134.131,7,6
208.182.186.206,7,7
208.210.86.170,5,7
208.216.111.60,8,7
208.218.51.47,4,2
208.223.118.110,5,8
208.227.41.227,10,6
208.236.99.109,3,6
208.237.166.184,5,14
208.243.94.124,7,10
208.247.188.18,9,9
208.247.227.16,4,7
208.253.44.28,7,15
208.253.226.1,4,17
209.14.51.111,9,7
209.17.34.42,4,2
209.18.136.104,5,6
209.26.62.35,8,8
209.35.161.137,5,6
209.36.42.227,7,3
209.42.125.188,8,8
209.51.146.15,9,3
209.53.56.25,10,4
209.57.97.169,5,13
209.60.88.131,5,5
209.68.87.218,7,14
209.68.163.96,7,10
209.71.20.44,5,6
209.71.26.153,10,6
209.74.243.127,8,2
209.76.139.175,6,5
209.78.151.135,8,4
209.84.123.216,4,6
209.85.121.185,4,7
209.85.250.134,5,1
209.94.237.140,4,10
209.98.208.96,8,1
209.102.87.82,14,4
209.104.251.171,7,8
209.107.25.166,6,10
209.114.149.207,6,10
209.121.140.162,6,4
209.129.65.92,2,2
209.133.66.174,9,3
209.136.104.47,7,6
209.140.233.2,5,17
209.142.91.239,4,6
209.150.60.126,5,2
209.151.61.12,6,6
209.156.41.51,7,3
